video_url,title,duration_sec,views,chunks_extracted,flag
https://www.youtube.com/watch?v=R9Z_b-xQ25s,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=yW1H20N-V8o,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=P_Vn-U3-4cM,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=aG3mPZ-v0uQ,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=4h0Q4bH0t-g,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/playlist?list=PLn8PRpmsu08o0TfAEYEowH_H1P2OqZ54N,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/playlist?list=PLn8PRpmsu08pzoN-l6r9L9kO-SntpW36j,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=kY0h_O1k384,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=F0p7G5R2x_o,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=Ue5G_UoF5yA,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=U36y8F283uM,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=sU_X8D9w3Vw,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=0k7bW9w2y0g,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=su7ZSMAcn3k,Video-01 Introduction to DWSIM | Why Use Process Simulation?,678,652,1,OK
https://www.youtube.com/watch?v=ZU20OzJq9i4,"""DWSIM Tutorial: How to Access & Use Sample Files (Step-by-Step Guide) 🧪",392,345,1,OK
https://www.youtube.com/watch?v=OGHMsnBzdlY,Creating an Absorption Column Using DWSIM Software,630,19901,1,OK
https://www.youtube.com/watch?v=kuJ_4hQpJCc,🌟 Intro to DWSim: Beginner's Guide to Mixer Simulation! 🌟,168,617,0,NO_TRANSCRIPT
https://www.youtube.com/watch?v=1uT1Yy0C1_Y,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=R9Z_b-xQ25s,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=yW1H20N-V8o,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=P_Vn-U3-4cM,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=aG3mPZ-v0uQ,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=4h0Q4bH0t-g,Tutorial Video,0,0,0,INACCESSIBLE
https://www.youtube.com/watch?v=a3KVYSbTvbY,MATLAB in 1.5 hours - Overview of Essential Aspects - with Chemical Engineering Examples | msubbu,4989,902,0,DURATION_SKIP
https://www.youtube.com/watch?v=gC69A6SH6nE,MATLAB for Chemical Engineers - Lesson 01: Getting Started,651,44014,1,OK
https://www.youtube.com/watch?v=7f50sQYjNRA,MATLAB Crash Course for Beginners,7065,1501329,0,DURATION_SKIP
https://www.youtube.com/watch?v=dD0NMXxxzgU,MATLAB crash course for beginner | Complete matlab course | Best matlab course in 2024 | Mruduraj,15314,54678,0,DURATION_SKIP
https://www.youtube.com/watch?v=rZ-pLx5P5C0,MATLAB vs Python for Engineers,352,95611,1,OK
